run_id,operating_point,final_v002_purity,prediction,true_outcome,stop,is_valuable,false_stop,learner,seed,stop_quantile,round,stop_threshold,good_threshold
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_022__test_anormal_experiment_001,operating_point_022,0.6832104934548542,0.6434774301816658,0.6832104934548542,True,False,False,static_initial,0,0.2,1,0.6630101684045115,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_022__train_normal_experiment_001,operating_point_022,0.6811837097008695,0.6019744084496738,0.6811837097008695,True,False,False,static_initial,0,0.2,1,0.6630101684045115,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__test_anormal_experiment_001,operating_point_026,0.676670446781282,0.6574220817882018,0.676670446781282,True,False,False,static_initial,0,0.2,1,0.6630101684045115,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__test_anormal_experiment_002,operating_point_026,0.6789898851018339,0.5765635064546459,0.6789898851018339,True,False,False,static_initial,0,0.2,1,0.6630101684045115,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__train_normal_experiment_001,operating_point_026,0.681401563038853,0.7061399152762867,0.681401563038853,False,False,False,static_initial,0,0.2,1,0.6630101684045115,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_015__test_anormal_experiment_001,operating_point_015,0.721089595799512,0.7480691334585119,0.721089595799512,False,True,False,oracle_all_endpoints,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_015__train_normal_experiment_001,operating_point_015,0.6844901545813868,0.6513697125836414,0.6844901545813868,True,False,False,oracle_all_endpoints,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_016__test_anormal_experiment_001,operating_point_016,0.6868716597635698,0.7884430261132834,0.6868716597635698,False,False,False,oracle_all_endpoints,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_016__train_normal_experiment_001,operating_point_016,0.6853377264416467,0.8060039240460923,0.6853377264416467,False,False,False,oracle_all_endpoints,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_022__test_anormal_experiment_001,operating_point_022,0.6832104934548542,0.6434774301816658,0.6832104934548542,True,False,False,oracle_all_endpoints,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_022__train_normal_experiment_001,operating_point_022,0.6811837097008695,0.6019744084496738,0.6811837097008695,True,False,False,oracle_all_endpoints,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__test_anormal_experiment_001,operating_point_026,0.676670446781282,0.6574220817882018,0.676670446781282,True,False,False,oracle_all_endpoints,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__test_anormal_experiment_002,operating_point_026,0.6789898851018339,0.5765635064546459,0.6789898851018339,True,False,False,oracle_all_endpoints,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__train_normal_experiment_001,operating_point_026,0.681401563038853,0.7061399152762867,0.681401563038853,False,False,False,oracle_all_endpoints,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_015__test_anormal_experiment_001,operating_point_015,0.721089595799512,0.7480691334585119,0.721089595799512,False,True,False,completed_only,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_015__train_normal_experiment_001,operating_point_015,0.6844901545813868,0.6513697125836414,0.6844901545813868,True,False,False,completed_only,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_016__test_anormal_experiment_001,operating_point_016,0.6868716597635698,0.7884430261132834,0.6868716597635698,False,False,False,completed_only,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_016__train_normal_experiment_001,operating_point_016,0.6853377264416467,0.8060039240460923,0.6853377264416467,False,False,False,completed_only,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_022__test_anormal_experiment_001,operating_point_022,0.6832104934548542,0.6434774301816658,0.6832104934548542,True,False,False,completed_only,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_022__train_normal_experiment_001,operating_point_022,0.6811837097008695,0.6019744084496738,0.6811837097008695,True,False,False,completed_only,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__test_anormal_experiment_001,operating_point_026,0.676670446781282,0.6574220817882018,0.676670446781282,True,False,False,completed_only,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__test_anormal_experiment_002,operating_point_026,0.6789898851018339,0.5765635064546459,0.6789898851018339,True,False,False,completed_only,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__train_normal_experiment_001,operating_point_026,0.681401563038853,0.7061399152762867,0.681401563038853,False,False,False,completed_only,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_015__test_anormal_experiment_001,operating_point_015,0.721089595799512,0.7480691334585119,0.721089595799512,False,True,False,static_initial,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_015__train_normal_experiment_001,operating_point_015,0.6844901545813868,0.6513697125836414,0.6844901545813868,True,False,False,static_initial,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_016__test_anormal_experiment_001,operating_point_016,0.6868716597635698,0.7884430261132834,0.6868716597635698,False,False,False,static_initial,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_016__train_normal_experiment_001,operating_point_016,0.6853377264416467,0.8060039240460923,0.6853377264416467,False,False,False,static_initial,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_022__test_anormal_experiment_001,operating_point_022,0.6832104934548542,0.6434774301816658,0.6832104934548542,True,False,False,static_initial,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_022__train_normal_experiment_001,operating_point_022,0.6811837097008695,0.6019744084496738,0.6811837097008695,True,False,False,static_initial,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__test_anormal_experiment_001,operating_point_026,0.676670446781282,0.6574220817882018,0.676670446781282,True,False,False,static_initial,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__test_anormal_experiment_002,operating_point_026,0.6789898851018339,0.5765635064546459,0.6789898851018339,True,False,False,static_initial,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__train_normal_experiment_001,operating_point_026,0.681401563038853,0.7061399152762867,0.681401563038853,False,False,False,static_initial,0,0.25,1,0.666380383312895,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_015__test_anormal_experiment_001,operating_point_015,0.721089595799512,0.7480691334585119,0.721089595799512,False,True,False,oracle_all_endpoints,0,0.3,1,0.6673173815492945,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_015__train_normal_experiment_001,operating_point_015,0.6844901545813868,0.6513697125836414,0.6844901545813868,True,False,False,oracle_all_endpoints,0,0.3,1,0.6673173815492945,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_016__test_anormal_experiment_001,operating_point_016,0.6868716597635698,0.7884430261132834,0.6868716597635698,False,False,False,oracle_all_endpoints,0,0.3,1,0.6673173815492945,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_016__train_normal_experiment_001,operating_point_016,0.6853377264416467,0.8060039240460923,0.6853377264416467,False,False,False,oracle_all_endpoints,0,0.3,1,0.6673173815492945,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_022__test_anormal_experiment_001,operating_point_022,0.6832104934548542,0.6434774301816658,0.6832104934548542,True,False,False,oracle_all_endpoints,0,0.3,1,0.6673173815492945,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_022__train_normal_experiment_001,operating_point_022,0.6811837097008695,0.6019744084496738,0.6811837097008695,True,False,False,oracle_all_endpoints,0,0.3,1,0.6673173815492945,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__test_anormal_experiment_001,operating_point_026,0.676670446781282,0.6574220817882018,0.676670446781282,True,False,False,oracle_all_endpoints,0,0.3,1,0.6673173815492945,0.6955212226871302
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__test_anormal_experiment_002,operating_point_026,0.6789898851018339,0.5765635064546459,0.6789898851018339,True,False,False,oracle_all_endpoints,0,0.3,1,0.6673173815492945,0.6955212226871302
