run_id,mixture,operating_point,final_v002_purity,final_v002_component,final_v001_purity,final_v001_component,gc_rows
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_012__train_normal_experiment_001,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_012,0.5767355667716494,acetone,0.6747998950724803,butan-1-ol,4205
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_013__test_anormal_experiment_001,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_013,0.8507243126342093,acetone,0.4230543861772796,butan-1-ol,20660
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_001__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_001,0.6738020637083357,propan-2-ol,0.4784542492924224,butan-1-ol,2584
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_001__test_anormal_experiment_002,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_001,0.667959927704737,propan-2-ol,0.4631682814549576,butan-1-ol,4824
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_001__test_anormal_experiment_003,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_001,0.6674175757881148,propan-2-ol,0.4578591071334328,propan-2-ol,3390
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_001__test_anormal_experiment_004,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_001,0.6662193696072443,propan-2-ol,1.0,water,8414
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_001__test_anormal_experiment_005,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_001,0.7145540591367534,propan-2-ol,0.8828820744148911,butan-1-ol,6846
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_001__test_anormal_experiment_006,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_001,0.6672744411612288,propan-2-ol,0.5365123086171533,butan-1-ol,2774
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_001__test_anormal_experiment_007,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_001,0.6711836773475024,propan-2-ol,0.6335068518535723,butan-1-ol,5159
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_001__test_anormal_experiment_008,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_001,0.6612130623870466,propan-2-ol,0.5419667421296404,butan-1-ol,5140
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_001__test_anormal_experiment_009,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_001,0.6668634244298469,propan-2-ol,0.450337308480786,butan-1-ol,4388
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_001__test_anormal_experiment_010,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_001,0.6634705933239367,propan-2-ol,0.5336170394962405,butan-1-ol,4611
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_001__test_anormal_experiment_011,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_001,0.6606866212413348,propan-2-ol,0.5814697563802991,butan-1-ol,4045
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_001__test_anormal_experiment_012,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_001,0.6734308158533022,propan-2-ol,0.541653371920205,butan-1-ol,4445
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_001__test_anormal_experiment_013,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_001,0.5704059976630891,butan-1-ol,0.9737733916248495,butan-1-ol,10382
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_001__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_001,0.6293049651149618,propan-2-ol,0.4746441020229475,butan-1-ol,4110
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_002__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_002,0.6553497732854644,propan-2-ol,0.4467254259504819,propan-2-ol,3960
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_002__test_anormal_experiment_002,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_002,0.6700755060336872,propan-2-ol,0.4804986042349428,propan-2-ol,1493
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_002__test_anormal_experiment_003,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_002,0.6751905551408042,propan-2-ol,0.4493395728516873,propan-2-ol,3568
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_002__test_anormal_experiment_004,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_002,0.6669373851913899,propan-2-ol,0.4319143827644724,propan-2-ol,4906
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_002__test_anormal_experiment_005,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_002,0.4339862097948845,propan-2-ol,0.4456656708394342,propan-2-ol,3832
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_002__test_anormal_experiment_006,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_002,0.6822258302481301,propan-2-ol,0.4495811666952468,butan-1-ol,11195
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_003__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_003,0.6798616082775178,propan-2-ol,0.4412848372808856,propan-2-ol,2494
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_003__test_anormal_experiment_002,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_003,0.6791228505010427,propan-2-ol,0.3963043695548182,propan-2-ol,5049
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_003__test_anormal_experiment_003,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_003,0.4978361788418457,propan-2-ol,0.9821855771771252,butan-1-ol,15152
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_003__test_anormal_experiment_004,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_003,0.6483102124519635,propan-2-ol,0.3950520533140447,butan-1-ol,5881
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_003__test_anormal_experiment_009,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_003,0.6782545548418413,propan-2-ol,0.9082156969176288,butan-1-ol,6189
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_003__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_003,0.6700350017604239,propan-2-ol,1.0,butan-1-ol,10110
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_004__test_anormal_experiment_002,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_004,0.9760909999802094,butan-1-ol,0.3966052086963068,propan-2-ol,7036
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_004__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_004,0.6628950621746553,propan-2-ol,0.9757813018935462,butan-1-ol,3840
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_007__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_007,0.7207174072292262,propan-2-ol,0.4189746453875869,butan-1-ol,5372
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_008__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_008,0.6431476053470059,propan-2-ol,1.0,butan-1-ol,8628
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_008__test_anormal_experiment_002,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_008,0.4951805548141248,propan-2-ol,0.6943502699688024,butan-1-ol,6308
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_009__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_009,0.7527630574755655,propan-2-ol,0.9397672797789732,butan-1-ol,7353
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_009__test_anormal_experiment_002,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_009,0.607867836942207,propan-2-ol,0.4951766410672942,butan-1-ol,4568
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_010__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_010,0.6667464410693288,propan-2-ol,0.5296539252994874,butan-1-ol,5762
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_010__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_010,0.6271217656332728,propan-2-ol,1.0,butan-1-ol,8018
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_011__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_011,0.6808066894701099,propan-2-ol,0.5046399759912428,butan-1-ol,7156
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_011__test_anormal_experiment_002,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_011,0.6827161962808894,propan-2-ol,0.413758178421957,butan-1-ol,5502
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_012__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_012,0.6847629577536862,propan-2-ol,0.5607318330602844,butan-1-ol,13883
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_012__test_anormal_experiment_002,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_012,0.6934751622305062,propan-2-ol,0.3608111260293563,butan-1-ol,6505
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_013__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_013,0.6950454537431681,propan-2-ol,0.5562143243993134,butan-1-ol,4024
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_014__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_014,0.6956401649231208,propan-2-ol,0.4463138658649939,butan-1-ol,3052
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_014__train_normal_experiment_002,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_014,0.679784282051461,propan-2-ol,0.7514275013593164,butan-1-ol,6408
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_015__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_015,0.721089595799512,propan-2-ol,0.7752488565016016,water,6242
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_015__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_015,0.6844901545813868,propan-2-ol,0.5573870078051286,butan-1-ol,7149
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_016__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_016,0.6868716597635698,propan-2-ol,0.5879874680552002,butan-1-ol,3154
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_016__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_016,0.6853377264416467,propan-2-ol,0.639263195968798,butan-1-ol,6261
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_017__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_017,0.6789549894914293,propan-2-ol,0.5849883160175671,butan-1-ol,10521
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_017__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_017,0.6724500963647279,propan-2-ol,0.4548235908328799,propan-2-ol,2444
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_018__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_018,0.678697259715983,propan-2-ol,0.5129753763812581,butan-1-ol,8859
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_018__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_018,0.6821390035930127,propan-2-ol,0.3794310992222278,propan-2-ol,7034
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_019__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_019,0.6843396585895098,propan-2-ol,0.415011537689798,propan-2-ol,5215
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_020__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_020,0.6924323198414503,propan-2-ol,0.4069547954839301,propan-2-ol,20076
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_021__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_021,0.6810379391813758,propan-2-ol,0.4909859032089632,butan-1-ol,8126
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_021__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_021,0.6865506494627645,propan-2-ol,0.4239590639609998,butan-1-ol,6585
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_022__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_022,0.6832104934548542,propan-2-ol,0.4002506488243794,propan-2-ol,8896
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_022__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_022,0.6811837097008695,propan-2-ol,0.4205170606924404,propan-2-ol,5528
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_026,0.676670446781282,propan-2-ol,0.515974147601643,butan-1-ol,7683
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__test_anormal_experiment_002,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_026,0.6789898851018339,propan-2-ol,0.4967271586106919,butan-1-ol,6117
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_026__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_026,0.681401563038853,propan-2-ol,0.5231463836060812,butan-1-ol,5435
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_027__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_027,0.6868156592785594,propan-2-ol,0.579350456622433,butan-1-ol,4323
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_027__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_027,0.6885324241890521,propan-2-ol,0.5422681271464869,butan-1-ol,3559
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_028__test_anormal_experiment_002,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_028,0.7279524080613684,propan-2-ol,1.0,butan-1-ol,16021
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_028__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_028,0.698567173084311,butan-1-ol,1.0,butan-1-ol,20489
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_029__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_029,0.6924970709609258,propan-2-ol,1.0,butan-1-ol,7678
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_029__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_029,0.7360743665816829,propan-2-ol,0.957519885945764,butan-1-ol,7394
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_030__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_030,0.4914092846637076,butan-1-ol,0.9996482033623876,butan-1-ol,5431
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_030__test_anormal_experiment_002,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_030,0.7482780850605174,propan-2-ol,0.8221280175251972,butan-1-ol,6139
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_030__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_030,0.8727910974666653,propan-2-ol,0.9913423136172064,butan-1-ol,5590
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_031__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_031,0.8945504819808328,butan-1-ol,1.0,butan-1-ol,12683
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_031__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_031,0.9094380882861072,butan-1-ol,1.0,butan-1-ol,13021
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_032__test_anormal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_032,0.9870150890941936,water,1.0,water,4368
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_033__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_033,0.6032216753142463,water,0.9803327550094794,water,5540
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_034__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_034,0.5498700767491976,propan-2-ol,0.7371844223343684,butan-1-ol,5720
batch_dist_ternary_butan-1-ol+propan-2-ol+water__operating_point_035__train_normal_experiment_001,batch_dist_ternary_butan-1-ol+propan-2-ol+water,operating_point_035,0.6734789655266796,propan-2-ol,0.4471236290633775,propan-2-ol,4306
