run_id,mixture,operating_point,experiment,split_label,normality_label,sensor_member,actuator_member,metadata_member,gc_member,oplog_member,has_sensor,has_actuator,has_metadata,has_gc_timeseries,has_oplog,n_sensor_rows,duration_seconds,duration_minutes,anomaly_points,first_anomaly_fraction
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_004__test_anormal_experiment_001,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_004,test_anormal_experiment_001,test,anormal,01_Batch_Distillation_Plant_M-202210_Timeseries_Sensors/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_004/test_anormal_experiment_001.csv,02_Batch_Distillation_Plant_M-202210_Timeseries_Actuators/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_004/test_anormal_experiment_001.csv,00_Batch_Distillation_Plant_M-202210_Timeseries_Label_Anomaly_Metadata/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_004/test_anormal_experiment_001.csv,10_Batch_Distillation_Plant_M-202210_GC_Composition/timeseries/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_004/test_anormal_experiment_001.csv,07_Batch_Distillation_Plant_M-202210_Tabular_Operation_Logs/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_004/test_anormal_experiment_001.csv,True,True,True,True,True,4238,4237.0,70.61666666666666,1403,0.3004484304932735
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_004__train_normal_experiment_001,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_004,train_normal_experiment_001,train,normal,01_Batch_Distillation_Plant_M-202210_Timeseries_Sensors/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_004/train_normal_experiment_001.csv,02_Batch_Distillation_Plant_M-202210_Timeseries_Actuators/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_004/train_normal_experiment_001.csv,00_Batch_Distillation_Plant_M-202210_Timeseries_Label_Anomaly_Metadata/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_004/train_normal_experiment_001.csv,10_Batch_Distillation_Plant_M-202210_GC_Composition/timeseries/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_004/train_normal_experiment_001.csv,07_Batch_Distillation_Plant_M-202210_Tabular_Operation_Logs/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_004/train_normal_experiment_001.csv,True,True,True,True,True,4403,4402.0,73.36666666666666,0,
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_005__test_anormal_experiment_001,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_005,test_anormal_experiment_001,test,anormal,01_Batch_Distillation_Plant_M-202210_Timeseries_Sensors/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_005/test_anormal_experiment_001.csv,02_Batch_Distillation_Plant_M-202210_Timeseries_Actuators/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_005/test_anormal_experiment_001.csv,00_Batch_Distillation_Plant_M-202210_Timeseries_Label_Anomaly_Metadata/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_005/test_anormal_experiment_001.csv,10_Batch_Distillation_Plant_M-202210_GC_Composition/timeseries/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_005/test_anormal_experiment_001.csv,07_Batch_Distillation_Plant_M-202210_Tabular_Operation_Logs/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_005/test_anormal_experiment_001.csv,True,True,True,True,True,3570,3569.0,59.483333333333334,1317,0.630708882039787
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_005__test_anormal_experiment_002,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_005,test_anormal_experiment_002,test,anormal,01_Batch_Distillation_Plant_M-202210_Timeseries_Sensors/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_005/test_anormal_experiment_002.csv,02_Batch_Distillation_Plant_M-202210_Timeseries_Actuators/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_005/test_anormal_experiment_002.csv,00_Batch_Distillation_Plant_M-202210_Timeseries_Label_Anomaly_Metadata/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_005/test_anormal_experiment_002.csv,10_Batch_Distillation_Plant_M-202210_GC_Composition/timeseries/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_005/test_anormal_experiment_002.csv,07_Batch_Distillation_Plant_M-202210_Tabular_Operation_Logs/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_005/test_anormal_experiment_002.csv,True,True,True,True,True,3515,3514.0,58.56666666666667,1891,0.46215139442231074
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_006__test_anormal_experiment_001,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_006,test_anormal_experiment_001,test,anormal,01_Batch_Distillation_Plant_M-202210_Timeseries_Sensors/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_006/test_anormal_experiment_001.csv,02_Batch_Distillation_Plant_M-202210_Timeseries_Actuators/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_006/test_anormal_experiment_001.csv,00_Batch_Distillation_Plant_M-202210_Timeseries_Label_Anomaly_Metadata/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_006/test_anormal_experiment_001.csv,10_Batch_Distillation_Plant_M-202210_GC_Composition/timeseries/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_006/test_anormal_experiment_001.csv,07_Batch_Distillation_Plant_M-202210_Tabular_Operation_Logs/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_006/test_anormal_experiment_001.csv,True,True,True,True,True,1308,1307.0,21.783333333333335,458,0.6503442999234889
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_006__train_normal_experiment_001,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_006,train_normal_experiment_001,train,normal,01_Batch_Distillation_Plant_M-202210_Timeseries_Sensors/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_006/train_normal_experiment_001.csv,02_Batch_Distillation_Plant_M-202210_Timeseries_Actuators/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_006/train_normal_experiment_001.csv,00_Batch_Distillation_Plant_M-202210_Timeseries_Label_Anomaly_Metadata/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_006/train_normal_experiment_001.csv,10_Batch_Distillation_Plant_M-202210_GC_Composition/timeseries/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_006/train_normal_experiment_001.csv,07_Batch_Distillation_Plant_M-202210_Tabular_Operation_Logs/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_006/train_normal_experiment_001.csv,True,True,True,True,True,2340,2339.0,38.983333333333334,0,
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_007__test_anormal_experiment_001,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_007,test_anormal_experiment_001,test,anormal,01_Batch_Distillation_Plant_M-202210_Timeseries_Sensors/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_007/test_anormal_experiment_001.csv,02_Batch_Distillation_Plant_M-202210_Timeseries_Actuators/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_007/test_anormal_experiment_001.csv,00_Batch_Distillation_Plant_M-202210_Timeseries_Label_Anomaly_Metadata/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_007/test_anormal_experiment_001.csv,10_Batch_Distillation_Plant_M-202210_GC_Composition/timeseries/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_007/test_anormal_experiment_001.csv,07_Batch_Distillation_Plant_M-202210_Tabular_Operation_Logs/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_007/test_anormal_experiment_001.csv,True,True,True,True,True,2751,2750.0,45.833333333333336,1053,0.6170909090909091
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_007__train_normal_experiment_001,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_007,train_normal_experiment_001,train,normal,01_Batch_Distillation_Plant_M-202210_Timeseries_Sensors/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_007/train_normal_experiment_001.csv,02_Batch_Distillation_Plant_M-202210_Timeseries_Actuators/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_007/train_normal_experiment_001.csv,00_Batch_Distillation_Plant_M-202210_Timeseries_Label_Anomaly_Metadata/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_007/train_normal_experiment_001.csv,10_Batch_Distillation_Plant_M-202210_GC_Composition/timeseries/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_007/train_normal_experiment_001.csv,07_Batch_Distillation_Plant_M-202210_Tabular_Operation_Logs/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_007/train_normal_experiment_001.csv,True,True,True,True,True,2954,2953.0,49.21666666666667,0,
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_008__test_anormal_experiment_001,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_008,test_anormal_experiment_001,test,anormal,01_Batch_Distillation_Plant_M-202210_Timeseries_Sensors/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_008/test_anormal_experiment_001.csv,02_Batch_Distillation_Plant_M-202210_Timeseries_Actuators/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_008/test_anormal_experiment_001.csv,00_Batch_Distillation_Plant_M-202210_Timeseries_Label_Anomaly_Metadata/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_008/test_anormal_experiment_001.csv,,07_Batch_Distillation_Plant_M-202210_Tabular_Operation_Logs/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_008/test_anormal_experiment_001.csv,True,True,True,False,True,1713,1712.0,28.533333333333335,851,0.12383177570093458
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_009__test_anormal_experiment_001,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_009,test_anormal_experiment_001,test,anormal,01_Batch_Distillation_Plant_M-202210_Timeseries_Sensors/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_009/test_anormal_experiment_001.csv,02_Batch_Distillation_Plant_M-202210_Timeseries_Actuators/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_009/test_anormal_experiment_001.csv,00_Batch_Distillation_Plant_M-202210_Timeseries_Label_Anomaly_Metadata/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_009/test_anormal_experiment_001.csv,10_Batch_Distillation_Plant_M-202210_GC_Composition/timeseries/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_009/test_anormal_experiment_001.csv,07_Batch_Distillation_Plant_M-202210_Tabular_Operation_Logs/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_009/test_anormal_experiment_001.csv,True,True,True,True,True,2411,2410.0,40.166666666666664,1334,0.24149377593360996
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_009__train_normal_experiment_001,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_009,train_normal_experiment_001,train,normal,01_Batch_Distillation_Plant_M-202210_Timeseries_Sensors/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_009/train_normal_experiment_001.csv,02_Batch_Distillation_Plant_M-202210_Timeseries_Actuators/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_009/train_normal_experiment_001.csv,00_Batch_Distillation_Plant_M-202210_Timeseries_Label_Anomaly_Metadata/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_009/train_normal_experiment_001.csv,10_Batch_Distillation_Plant_M-202210_GC_Composition/timeseries/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_009/train_normal_experiment_001.csv,07_Batch_Distillation_Plant_M-202210_Tabular_Operation_Logs/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_009/train_normal_experiment_001.csv,True,True,True,True,True,3782,3781.0,63.016666666666666,0,
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_010__train_normal_experiment_001,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_010,train_normal_experiment_001,train,normal,01_Batch_Distillation_Plant_M-202210_Timeseries_Sensors/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_010/train_normal_experiment_001.csv,02_Batch_Distillation_Plant_M-202210_Timeseries_Actuators/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_010/train_normal_experiment_001.csv,00_Batch_Distillation_Plant_M-202210_Timeseries_Label_Anomaly_Metadata/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_010/train_normal_experiment_001.csv,10_Batch_Distillation_Plant_M-202210_GC_Composition/timeseries/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_010/train_normal_experiment_001.csv,07_Batch_Distillation_Plant_M-202210_Tabular_Operation_Logs/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_010/train_normal_experiment_001.csv,True,True,True,True,True,4141,4140.0,69.0,0,
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_011__test_anormal_experiment_001,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_011,test_anormal_experiment_001,test,anormal,01_Batch_Distillation_Plant_M-202210_Timeseries_Sensors/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_011/test_anormal_experiment_001.csv,02_Batch_Distillation_Plant_M-202210_Timeseries_Actuators/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_011/test_anormal_experiment_001.csv,00_Batch_Distillation_Plant_M-202210_Timeseries_Label_Anomaly_Metadata/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_011/test_anormal_experiment_001.csv,10_Batch_Distillation_Plant_M-202210_GC_Composition/timeseries/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_011/test_anormal_experiment_001.csv,07_Batch_Distillation_Plant_M-202210_Tabular_Operation_Logs/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_011/test_anormal_experiment_001.csv,True,True,True,True,True,4129,4128.0,68.8,1465,0.19210271317829458
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_011__test_anormal_experiment_002,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_011,test_anormal_experiment_002,test,anormal,01_Batch_Distillation_Plant_M-202210_Timeseries_Sensors/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_011/test_anormal_experiment_002.csv,02_Batch_Distillation_Plant_M-202210_Timeseries_Actuators/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_011/test_anormal_experiment_002.csv,00_Batch_Distillation_Plant_M-202210_Timeseries_Label_Anomaly_Metadata/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_011/test_anormal_experiment_002.csv,10_Batch_Distillation_Plant_M-202210_GC_Composition/timeseries/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_011/test_anormal_experiment_002.csv,07_Batch_Distillation_Plant_M-202210_Tabular_Operation_Logs/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_011/test_anormal_experiment_002.csv,True,True,True,True,True,1862,1861.0,31.016666666666666,22,0.16335303600214937
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_012__test_anormal_experiment_001,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_012,test_anormal_experiment_001,test,anormal,01_Batch_Distillation_Plant_M-202210_Timeseries_Sensors/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_012/test_anormal_experiment_001.csv,02_Batch_Distillation_Plant_M-202210_Timeseries_Actuators/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_012/test_anormal_experiment_001.csv,00_Batch_Distillation_Plant_M-202210_Timeseries_Label_Anomaly_Metadata/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_012/test_anormal_experiment_001.csv,10_Batch_Distillation_Plant_M-202210_GC_Composition/timeseries/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_012/test_anormal_experiment_001.csv,07_Batch_Distillation_Plant_M-202210_Tabular_Operation_Logs/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_012/test_anormal_experiment_001.csv,True,True,True,True,True,3081,3080.0,51.333333333333336,1298,0.1344155844155844
batch_dist_ternary_acetone+butan-1-ol+methanol__operating_point_012__test_anormal_experiment_002,batch_dist_ternary_acetone+butan-1-ol+methanol,operating_point_012,test_anormal_experiment_002,test,anormal,01_Batch_Distillation_Plant_M-202210_Timeseries_Sensors/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_012/test_anormal_experiment_002.csv,02_Batch_Distillation_Plant_M-202210_Timeseries_Actuators/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_012/test_anormal_experiment_002.csv,00_Batch_Distillation_Plant_M-202210_Timeseries_Label_Anomaly_Metadata/Operation/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_012/test_anormal_experiment_002.csv,10_Batch_Distillation_Plant_M-202210_GC_Composition/timeseries/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_012/test_anormal_experiment_002.csv,07_Batch_Distillation_Plant_M-202210_Tabular_Operation_Logs/batch_dist_ternary_acetone+butan-1-ol+methanol/operating_point_012/test_anormal_experiment_002.csv,True,True,True,True,True,3742,3741.0,62.35,1323,0.27452552793370755
